City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
383,yar-sale,100,RU,1557886023,84,66.83,70.83,18.48,3.36
384,rudnichnyy,0,RU,1557886023,48,59.7,60.29,40.23,6.51
385,sorong,100,ID,1557886023,86,-0.86,131.25,83.12,1.66
386,walvis bay,0,NA,1557882000,100,-22.95,14.51,51.8,5.82
387,codrington,90,AU,1557885855,77,-28.95,153.24,69.8,5.82
388,san quintin,92,PH,1557886024,51,17.54,120.52,92.48,8.75
389,trat,90,TH,1557885826,94,12.25,102.51,90.0,5.82
390,mokhsogollokh,100,RU,1557886025,41,61.4,128.95,66.0,5.61
391,teacapan,43,MX,1557886025,67,22.54,-105.74,78.66,13.8
392,necochea,11,AR,1557885984,66,-38.55,-58.74,51.01,1.01
393,chistogorskiy,35,RU,1557886026,45,53.98,87.38,42.82,11.14
394,port hawkesbury,90,CA,1557885955,86,45.62,-61.36,39.0,23.04
395,micheweni,71,TZ,1557886026,77,-4.97,39.83,81.63,17.96
396,tyup,24,KG,1557886027,43,42.73,78.36,42.31,1.61
397,inta,0,RU,1557886027,41,66.04,60.13,43.25,6.6
398,durant,1,US,1557885989,64,33.99,-96.37,77.0,6.93
399,candolim,20,IN,1557883800,83,15.52,73.76,80.6,9.17
400,chamrajnagar,100,IN,1557886028,74,11.92,76.95,77.81,6.53
401,longyearbyen,75,NO,1557881400,74,78.22,15.63,35.6,9.17
402,nome,1,US,1557885902,69,30.04,-94.42,75.99,3.36
403,mahina,100,ML,1557886029,19,13.76,-10.85,97.2,16.64
404,ginir,68,ET,1557886030,93,7.14,40.71,55.49,3.06
405,roebourne,0,AU,1557886030,11,-20.77,117.15,86.22,15.88
406,labytnangi,95,RU,1557886030,85,66.66,66.39,18.16,3.02
407,san nicolas,100,HN,1557886031,89,14.94,-88.33,72.73,1.7
408,ereymentau,0,KZ,1557886031,44,51.62,73.1,36.37,11.63
409,pidhorodne,0,UA,1557883800,87,48.57,35.1,57.2,6.71
410,tsabong,0,BW,1557886032,29,-26.02,22.4,64.81,9.55
411,fryazino,0,RU,1557885910,93,55.95,38.06,60.01,6.71
412,jizan,20,SA,1557882000,62,16.89,42.56,87.8,4.85
413,lazaro cardenas,5,MX,1557881040,17,28.39,-105.62,84.2,8.05
414,mabaruma,100,GY,1557886033,96,8.2,-59.78,72.3,1.83
415,paraiso,90,MX,1557880980,6,24.01,-104.61,80.6,3.36
416,sobolevo,4,RU,1557886034,94,54.43,31.9,53.58,9.66
417,zhenlai,17,CN,1557886034,22,45.84,123.2,78.22,15.55
418,powell river,75,CA,1557885673,93,49.84,-124.52,57.99,10.29
419,puerto cabello,79,VE,1557886035,91,10.47,-68.01,74.88,0.16
420,rumonge,76,BI,1557886035,78,-3.97,29.44,62.17,4.25
421,kyaukse,20,MM,1557883800,79,21.6,96.13,84.2,8.05
422,pho chai,40,TH,1557885433,88,16.33,103.77,84.0,4.7
423,katsuura,75,JP,1557884380,68,33.93,134.5,69.8,4.7
424,salalah,20,OM,1557881400,78,17.01,54.1,82.4,3.36
425,grand gaube,20,MU,1557885841,88,-20.01,57.66,69.01,4.7
426,adre,100,TD,1557886036,8,13.47,22.2,79.93,8.1
427,ornes,0,FR,1557886025,82,49.25,5.47,45.0,8.05
428,atambua,27,ID,1557886040,66,-9.11,124.89,85.51,2.37
429,stabat,40,ID,1557882000,100,3.76,98.46,78.8,3.36
430,hervey bay,90,AU,1557885908,64,-25.3,152.85,82.99,13.87
431,praia,0,BR,1557882000,77,-20.25,-43.81,69.8,8.05
432,quelimane,0,MZ,1557886041,98,-17.88,36.89,66.25,3.51
433,mpika,45,ZM,1557886041,90,-11.84,31.4,55.4,10.22
434,palu,88,ID,1557885946,57,-0.9,119.87,88.61,5.26
435,taihe,100,CN,1557886042,62,26.8,114.92,87.8,4.99
436,portland,75,US,1557886028,72,45.52,-122.67,61.0,6.93
437,guerrero negro,0,MX,1557886042,87,27.97,-114.04,62.55,14.52
438,khandyga,100,RU,1557886042,52,62.65,135.58,51.76,6.67
439,widnes,0,GB,1557885856,76,53.36,-2.73,54.0,8.05
440,abha,0,SA,1557882000,45,18.22,42.5,66.2,4.45
441,otukpo,100,NG,1557886043,86,7.19,8.13,78.42,5.37
442,naberera,100,TZ,1557886043,96,-4.2,36.93,59.92,3.56
443,san juan,0,AR,1557885998,60,-31.54,-68.53,49.3,1.14
444,mainit,53,PH,1557886045,56,9.54,125.52,90.72,3.4
445,port keats,41,AU,1557886045,31,-14.25,129.55,89.64,11.99
446,corpus christi,90,US,1557885843,78,27.8,-97.4,78.8,11.41
447,ovre ardal,0,NO,1557886046,82,61.32,7.8,32.54,3.36
448,puerto ayacucho,40,CO,1557882000,83,5.66,-67.63,80.6,8.14
449,usak,99,TR,1557885906,10,38.67,29.41,63.0,58.0
450,torres,12,BR,1557886047,95,-29.34,-49.73,57.85,1.88
451,bam,100,IR,1557886047,53,29.11,58.36,59.0,4.07
452,vardo,75,US,1557886038,76,39.62,-77.74,51.8,6.93
453,tahlequah,1,US,1557886028,60,35.92,-94.97,75.2,5.91
454,akdepe,0,TM,1557883800,63,42.05,59.39,68.0,6.93
455,santa isabel,90,CO,1557882000,100,4.71,-75.1,71.6,4.7
456,avera,1,US,1557885993,77,33.19,-82.53,62.6,3.36
457,voh,41,NC,1557886050,71,-20.95,164.69,77.25,20.18
458,kavaratti,100,IN,1557886050,74,10.57,72.64,85.03,11.72
459,dicabisagan,97,PH,1557886050,52,17.08,122.42,93.18,3.0
460,sorrento,0,AU,1557886023,30,-31.82,115.75,71.01,8.05
461,villamontes,1,BO,1557886051,76,-21.26,-63.47,58.93,3.85
462,mehamn,100,NO,1557886051,92,71.03,27.85,37.04,19.75
463,praia da vitoria,20,PT,1557885687,87,38.73,-27.07,61.0,10.78
464,zhigalovo,30,RU,1557886052,27,54.81,105.15,46.22,4.07
465,fasa,0,IR,1557882000,59,28.94,53.65,62.6,4.7
466,halmstad,9,SE,1557885961,70,56.67,12.86,42.8,3.36
467,along,84,IN,1557886053,66,28.17,94.8,62.35,2.24
468,calvinia,1,ZA,1557886053,51,-31.47,19.78,57.9,3.65
469,alihe,55,CN,1557886053,38,50.57,123.73,61.21,9.15
470,krasnyy chikoy,100,RU,1557886054,35,50.36,108.75,39.87,12.75
471,alice springs,0,AU,1557883800,37,-23.7,133.88,68.0,8.05
472,diamantino,2,BR,1557886054,88,-14.4,-56.44,66.7,5.93
473,laizhou,0,CN,1557886054,77,37.18,119.93,64.71,8.48
474,chapais,1,CA,1557882000,42,49.78,-74.86,46.4,8.05
475,coahuayana,8,MX,1557886055,14,18.62,-100.35,87.84,2.98
476,srednekolymsk,6,RU,1557886055,49,67.46,153.71,33.75,6.87
477,princeton,90,US,1557885966,63,41.37,-89.46,60.8,10.29
478,mubende,91,UG,1557886056,99,0.56,31.4,60.21,2.21
479,kamariotissa,20,GR,1557881400,87,40.48,25.47,60.8,2.24
480,motygino,74,RU,1557886056,46,58.18,94.69,46.04,2.42
481,melenci,90,RS,1557883800,100,45.52,20.32,42.8,10.29
482,carlyle,40,CA,1557885665,28,49.63,-102.27,68.0,10.29
483,mecca,0,SA,1557886057,33,21.43,39.83,88.05,3.76
484,bend,90,US,1557885773,66,44.06,-121.32,57.2,4.7
485,versalles,75,CO,1557882000,94,4.58,-76.2,71.6,1.66
486,huaiyuan,100,CN,1557885620,65,32.97,117.2,66.99,1.99
487,tuy hoa,38,VN,1557886058,39,13.08,109.3,98.04,3.87
488,amet,0,IN,1557886059,42,25.3,73.93,86.61,13.47
489,kangaatsiaq,23,GL,1557885966,66,68.31,-53.46,40.57,7.4
490,hare bay,20,CA,1557885765,60,48.86,-53.99,42.8,8.05
491,gat,75,SN,1557883800,82,14.69,-16.54,68.0,10.29
492,tobane,0,BW,1557886060,72,-21.91,28.04,55.27,4.83
493,sao gabriel da cachoeira,100,BR,1557886060,97,-0.13,-67.09,74.75,2.06
494,vallenar,0,CL,1557886060,67,-28.58,-70.76,60.51,1.12
495,padang,100,ID,1557886061,76,-0.92,100.36,83.1,8.16
496,port hueneme,1,US,1557886036,77,34.15,-119.2,71.01,14.99
497,torbay,90,CA,1557885814,55,47.66,-52.73,39.99,11.41
498,troitskoye,100,RU,1557886061,61,52.98,84.68,40.42,9.71
499,westport,100,IE,1557886025,68,53.8,-9.52,52.0,12.24
500,geneva,0,FR,1557885839,49,46.2,6.15,50.0,12.75
501,lubana,90,CD,1557886062,88,0.23,29.1,63.81,3.29
502,manjacaze,0,MZ,1557886063,91,-24.71,33.88,62.37,2.44
503,boa vista,75,BR,1557885600,83,2.82,-60.67,78.8,4.7
504,sioux lookout,20,CA,1557882000,35,50.1,-91.92,57.2,9.17
505,jimenez,40,PA,1557882000,100,8.54,-82.37,77.0,2.24
506,sagua de tanamo,67,CU,1557886064,88,20.58,-75.24,73.04,2.53
507,santa clara,75,CU,1557881940,88,22.41,-79.97,80.6,5.82
508,hami,0,CN,1557886065,15,42.84,93.51,62.22,1.83
509,chaman,100,AF,1557886066,32,30.92,66.46,76.95,9.86
510,waynesville,1,US,1557886040,77,37.83,-92.2,73.4,6.93
511,aksarka,56,RU,1557886066,84,66.56,67.8,18.73,2.84
512,marsh harbour,87,BS,1557885848,83,26.54,-77.06,79.3,4.16
513,hull,7,GB,1557885873,87,53.74,-0.34,51.01,4.79
514,enumclaw,90,US,1557886060,87,47.2,-121.99,60.8,3.56
515,devils lake,1,US,1557884100,42,48.11,-98.87,64.4,10.29
516,san cristobal,75,EC,1557885656,87,-0.39,-78.55,57.2,4.7
517,kuchinarai,40,TH,1557885433,88,16.54,104.05,84.0,4.7
518,college,20,US,1557885906,29,64.86,-147.8,66.0,4.59
519,bouafle,0,FR,1557886047,70,48.96,1.9,50.0,8.05
520,awbari,0,LY,1557886069,18,26.59,12.77,73.51,7.61
521,fairbanks,20,US,1557885787,29,64.84,-147.72,63.0,4.59
522,kalmunai,51,LK,1557886069,69,7.42,81.82,84.67,2.73
523,wronki,90,PL,1557885961,60,52.71,16.37,44.01,8.05
524,tacuarembo,0,UY,1557885776,93,-31.73,-55.98,49.68,6.2
525,port blair,75,IN,1557882000,79,11.67,92.75,84.2,2.24
526,saldanha,0,PT,1557886070,69,41.42,-6.55,58.28,2.77
527,orneta,94,PL,1557886071,82,54.12,20.13,40.33,10.74
528,riyadh,0,SA,1557882000,25,24.63,46.72,77.0,2.13
529,filadelfia,0,PY,1557886071,70,-22.35,-60.04,55.45,5.21
530,jackson,1,US,1557885699,77,35.61,-88.82,66.2,5.03
